keyword,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
future-growth,3,-0.14,0.55,0.52,0.95
future-oriented,33,-0.11,0.59,0.56,0.98
future-quantum-internet,9,0.29,0.27,0.58,0.84
future-ready,33,-0.11,0.59,0.57,0.91
future-research,31,-0.09,0.60,0.50,0.98
gadget,0,-0.16,0.50,0.66,0.96
game,20,-0.13,0.57,0.64,0.87
game-changing,6,-0.17,0.45,0.51,0.99
gamer,0,-0.16,0.50,0.58,0.90
gamma,13,-0.17,0.46,0.57,0.95
gate,15,-0.19,0.47,0.52,0.94
gather,22,-0.06,0.66,0.63,0.96
gaussian,12,-0.11,0.59,0.69,0.90
gdp,38,-0.21,0.45,0.64,0.89
gear,0,-0.16,0.50,0.58,0.91
gene,7,-0.11,0.60,0.76,0.78
general-aspect,21,-0.12,0.48,0.51,0.92
generally,35,-0.17,0.50,0.56,0.90
generate,29,-0.02,0.69,0.68,0.87
genes,7,-0.11,0.60,0.73,0.86
genetic,7,-0.11,0.60,0.61,0.99
genome,7,-0.11,0.60,0.71,0.85
geometrical,12,-0.11,0.59,0.60,0.97
geometry,12,-0.11,0.59,0.77,0.88
germanium,1,-0.09,0.60,0.59,0.87
get,10,-0.06,0.66,0.83,0.75
giant-leap,32,-0.14,0.55,0.70,0.78
gift,0,-0.16,0.50,0.51,0.97
gin,0,-0.16,0.50,0.58,0.89
girl,15,-0.19,0.47,0.71,0.98
give,10,-0.06,0.66,0.71,0.90
gl,13,-0.17,0.46,0.66,0.79
glass,1,-0.09,0.60,0.61,0.98
global,3,-0.14,0.55,0.56,0.92
go,10,-0.06,0.66,0.85,0.73
good,8,-0.17,0.51,0.70,0.91
good-fit,32,-0.14,0.55,0.53,0.98
google-cloud,6,-0.17,0.45,0.50,0.99
go-to,8,-0.17,0.51,0.52,0.97
go-to-market,3,-0.14,0.55,0.59,0.92
govern,11,-0.10,0.60,0.68,0.95
governance,3,-0.14,0.55,0.64,0.83
government,28,-0.14,0.56,0.64,0.95
governments,25,-0.14,0.54,0.73,0.85
gpu,17,-0.09,0.62,0.86,0.75
gpu-computing,6,-0.17,0.45,0.59,0.89
gpus,17,-0.09,0.62,0.86,0.71
grab,19,-0.16,0.53,0.69,0.84
gradient,12,-0.11,0.59,0.74,0.93
grand,15,-0.19,0.47,0.54,0.97
grandmother,14,-0.03,0.68,0.60,0.94
graph,12,-0.11,0.59,0.52,0.94
graphene,1,-0.09,0.60,0.75,0.89
graphene-oxide,1,-0.09,0.60,0.62,0.91
grapple,11,-0.10,0.60,0.53,0.97
grateful,8,-0.17,0.51,0.53,0.93
gravitational,1,-0.09,0.60,0.63,0.90
gravitational-wave,1,-0.09,0.60,0.57,1.00
gravity,1,-0.09,0.60,0.66,0.95
great,8,-0.17,0.51,0.78,0.81
greater-accessibility,16,-0.20,0.41,0.71,0.75
greater-scale,16,-0.20,0.41,0.57,0.91
great-need,32,-0.14,0.55,0.50,0.93
great-step-forward,32,-0.14,0.55,0.81,0.63
green-hydrogen,6,-0.17,0.45,0.51,0.99
green-technology,3,-0.14,0.55,0.66,0.89
ground,19,-0.16,0.53,0.51,0.97
ground-breaking,6,-0.17,0.45,0.57,0.90
group,28,-0.14,0.56,0.52,0.97
grover,14,-0.03,0.68,0.64,0.91
grow,29,-0.02,0.69,0.67,0.86
growing,4,-0.20,0.45,0.56,0.93
growth,4,-0.20,0.45,0.64,0.94
growth-trajectory,4,-0.20,0.45,0.59,0.87
gtri,9,0.29,0.27,0.50,0.60
guest,15,-0.19,0.47,0.62,0.93
guide,29,-0.02,0.69,0.62,0.98
guideline,2,-0.19,0.47,0.60,0.97
gupta,26,-0.14,0.54,0.51,0.93
gyroscope,1,-0.09,0.60,0.51,0.96
h,13,-0.17,0.46,0.64,0.89
h1,38,-0.21,0.45,0.52,0.91
hacker,39,-0.12,0.59,0.54,0.93
hacking,25,-0.14,0.54,0.57,0.86
hair,20,-0.13,0.57,0.56,0.95
hall,15,-0.19,0.47,0.63,0.87
hall-effect,1,-0.09,0.60,0.53,0.96
halogen,1,-0.09,0.60,0.52,0.95
hamiltonian,12,-0.11,0.59,0.67,0.91
hamper,11,-0.10,0.60,0.59,0.96
handle,11,-0.10,0.60,0.70,0.99
hands-on,8,-0.17,0.51,0.53,0.97
happen,10,-0.06,0.66,0.70,0.91
happy,8,-0.17,0.51,0.64,0.93
hard,37,-0.15,0.56,0.54,0.98
harder,37,-0.15,0.56,0.55,0.89
hardware,39,-0.12,0.59,0.69,0.95
hardware-component,21,-0.12,0.48,0.58,0.92
hardware-engineer,26,-0.14,0.54,0.53,0.98
hardware-type,27,-0.20,0.36,0.58,0.85
harness,29,-0.02,0.69,0.80,0.73
harnessing,3,-0.14,0.55,0.54,0.94
hasten,30,-0.16,0.48,0.59,0.91
hat,15,-0.19,0.47,0.56,0.98
hazardous,37,-0.15,0.56,0.56,0.97
h-bn,1,-0.09,0.60,0.71,1.00
hcl,13,-0.17,0.46,0.53,0.89
hdr,17,-0.09,0.62,0.68,0.88
head,19,-0.16,0.53,0.67,0.87
headline,15,-0.19,0.47,0.52,0.91
health,3,-0.14,0.55,0.52,0.90
healthcare,3,-0.14,0.55,0.68,0.87
hear,10,-0.06,0.66,0.68,0.93
heart,20,-0.13,0.57,0.63,0.88
heat,1,-0.09,0.60,0.60,0.95
helix,13,-0.17,0.46,0.58,0.94
help,29,-0.02,0.69,0.66,0.99
hermitian,13,-0.17,0.46,0.55,0.97
heuristic,12,-0.11,0.59,0.64,0.97
hierarchical,35,-0.17,0.50,0.58,0.92
high-brightness,1,-0.09,0.60,0.51,0.97
high-capacity,33,-0.11,0.59,0.62,0.93
high-coherence,9,0.29,0.27,0.51,0.65
high-conversion,16,-0.20,0.41,0.53,0.90
high-current,1,-0.09,0.60,0.56,0.92
high-dimensional,6,-0.17,0.45,0.55,0.97
high-energy-physics,31,-0.09,0.60,0.76,0.81
higher,38,-0.21,0.45,0.57,0.90
higher-education,3,-0.14,0.55,0.57,0.90
higher-energy,1,-0.09,0.60,0.50,0.94
highest,38,-0.21,0.45,0.56,0.85
high-fidelity,6,-0.17,0.45,0.57,0.97
high-friction,1,-0.09,0.60,0.54,0.97
highlight,29,-0.02,0.69,0.64,0.97
high-penetration,23,-0.05,0.57,0.52,0.99
high-performance-computing,31,-0.09,0.60,0.71,0.87
high-precision,12,-0.11,0.59,0.63,0.98
high-purity,1,-0.09,0.60,0.53,0.94
high-q,9,0.29,0.27,0.51,0.95
high-quality-display,0,-0.16,0.50,0.58,0.97
high-school,15,-0.19,0.47,0.57,0.95
high-sensitivity,12,-0.11,0.59,0.66,0.90
high-speed,1,-0.09,0.60,0.56,0.99
high-speed-networking,6,-0.17,0.45,0.50,0.95
high-stability,12,-0.11,0.59,0.61,0.98
high-tech,33,-0.11,0.59,0.62,0.97
high-temperature-superconductivity,6,-0.17,0.45,0.51,1.00
high-throughput,33,-0.11,0.59,0.64,0.97
hinder,11,-0.10,0.60,0.67,0.93
hinge,30,-0.16,0.48,0.52,0.92
hire,22,-0.06,0.66,0.61,0.93
hole,19,-0.16,0.53,0.51,0.98
hole-transport,9,0.29,0.27,0.50,0.82
holographic,31,-0.09,0.60,0.50,0.98
holy-grail,32,-0.14,0.55,0.55,0.93
home,20,-0.13,0.57,0.52,0.91
homomorphic-encryption,6,-0.17,0.45,0.61,0.94
hone,29,-0.02,0.69,0.66,0.89
honorary,24,-0.18,0.46,0.51,0.98
hop,19,-0.16,0.53,0.69,0.81
horizontal,1,-0.09,0.60,0.59,0.97
hot,0,-0.16,0.50,0.54,0.94
hot-topic,32,-0.14,0.55,0.52,0.88
house,20,-0.13,0.57,0.61,0.92
house-floor,28,-0.14,0.56,0.55,0.90
hpc,31,-0.09,0.60,0.70,0.94
h-series,17,-0.09,0.62,0.72,0.85
ht,13,-0.17,0.46,0.63,0.83
hu,26,-0.14,0.54,0.62,0.83
huang,26,-0.14,0.54,0.57,0.88
huawei,17,-0.09,0.62,0.53,0.91
hub,6,-0.17,0.45,0.50,0.98
hubbard,14,-0.03,0.68,0.63,0.95
human,33,-0.11,0.59,0.52,0.97
humanity,25,-0.14,0.54,0.50,0.95
human-microbiome,7,-0.11,0.60,0.57,0.99
hybrid,33,-0.11,0.59,0.62,0.88
hybrid-solution,21,-0.12,0.48,0.57,0.99
hydrogen,1,-0.09,0.60,0.57,0.96
hydrothermal,1,-0.09,0.60,0.58,0.92
hyperfine,9,0.29,0.27,0.52,0.92
hypersonic-weapon,36,-0.20,0.39,0.63,0.91
iaea,28,-0.14,0.56,0.51,0.98
ibm-q,9,0.29,0.27,0.55,0.76
ibms,6,-0.17,0.45,0.55,0.97
ict,3,-0.14,0.55,0.67,0.93
id-card,2,-0.19,0.47,0.50,0.95
ide,39,-0.12,0.59,0.58,0.99
idea,20,-0.13,0.57,0.60,0.88
ideal,37,-0.15,0.56,0.60,0.93
identical,35,-0.17,0.50,0.56,0.93
identical-copy,24,-0.18,0.46,0.54,0.94
identification,2,-0.19,0.47,0.53,0.96
identify,22,-0.06,0.66,0.73,0.88
id-quantique,9,0.29,0.27,0.54,1.00
ignite,30,-0.16,0.48,0.61,0.97
ignore,11,-0.10,0.60,0.79,0.79
iiot,6,-0.17,0.45,0.63,0.99
iisc,26,-0.14,0.54,0.60,0.90
iit,26,-0.14,0.54,0.64,0.84
iit-m,26,-0.14,0.54,0.57,0.94
image,15,-0.19,0.47,0.54,0.98
imagine,11,-0.10,0.60,0.65,0.95
imaging,31,-0.09,0.60,0.72,0.90
immediate-access,16,-0.20,0.41,0.69,0.83
immune,37,-0.15,0.56,0.62,0.92
immunology,26,-0.14,0.54,0.56,0.99
impactful,8,-0.17,0.51,0.69,0.93
impedance,12,-0.11,0.59,0.82,0.85
implement,22,-0.06,0.66,0.82,0.85
implementing,3,-0.14,0.55,0.51,0.92
imply,11,-0.10,0.60,0.58,0.98
important,37,-0.15,0.56,0.74,0.88
important-arena,24,-0.18,0.46,0.57,0.90
important-component,32,-0.14,0.55,0.60,0.89
important-frontier,24,-0.18,0.46,0.55,0.99
important-role,32,-0.14,0.55,0.51,0.93
important-step,32,-0.14,0.55,0.69,0.85
impose,11,-0.10,0.60,0.68,0.95
impossible,37,-0.15,0.56,0.66,0.83
impractical,37,-0.15,0.56,0.64,0.87
imprison,30,-0.16,0.48,0.52,0.97
improve,29,-0.02,0.69,0.80,0.82
improved-connectivity,16,-0.20,0.41,0.63,0.87
impurity,1,-0.09,0.60,0.56,0.94
inaccessible,37,-0.15,0.56,0.57,0.91
inclusion,3,-0.14,0.55,0.52,0.92
incorporate,22,-0.06,0.66,0.75,0.97
increased-access,16,-0.20,0.41,0.68,0.84
increasing,4,-0.20,0.45,0.59,0.92
incredible,8,-0.17,0.51,0.68,0.80
incubator,24,-0.18,0.46,0.55,0.94
incur,11,-0.10,0.60,0.52,0.94
indeed,5,-0.21,0.34,0.51,0.93
indicate,11,-0.10,0.60,0.56,0.95
indispensable,37,-0.15,0.56,0.69,0.87
indium-phosphide,9,0.29,0.27,0.51,0.84
individual,2,-0.19,0.47,0.51,0.93
individual-qubits,21,-0.12,0.48,0.55,0.96
individual-researcher,24,-0.18,0.46,0.61,0.87
industrial-control,31,-0.09,0.60,0.56,0.94
industry,3,-0.14,0.55,0.71,0.87
industry-first,17,-0.09,0.62,0.54,0.99
industry-leading,33,-0.11,0.59,0.59,0.89
industry-vertical,27,-0.20,0.36,0.63,0.85
inevitable,37,-0.15,0.56,0.57,0.90
infer,11,-0.10,0.60,0.66,0.90
inflammation,7,-0.11,0.60,0.71,0.80
influencer,24,-0.18,0.46,0.56,0.94
inform,22,-0.06,0.66,0.73,0.89
informatics,31,-0.09,0.60,0.70,0.83
information,2,-0.19,0.47,0.66,0.90
information-exchange,3,-0.14,0.55,0.59,0.96
information-science,31,-0.09,0.60,0.64,0.92
information-system,6,-0.17,0.45,0.50,0.97
information-technology,3,-0.14,0.55,0.58,0.96
information-theory,31,-0.09,0.60,0.63,0.96
informative,8,-0.17,0.51,0.51,0.95
infrared,1,-0.09,0.60,0.62,0.94
infrared-light,1,-0.09,0.60,0.66,0.90
infrastructure,3,-0.14,0.55,0.76,0.79
initialize,39,-0.12,0.59,0.55,0.96
initial-step,32,-0.14,0.55,0.53,0.98
initiate,22,-0.06,0.66,0.72,0.83
inject,29,-0.02,0.69,0.61,0.95
inkjet-printing,1,-0.09,0.60,0.63,0.93
innovate,29,-0.02,0.69,0.68,0.93
innovation,3,-0.14,0.55,0.84,0.77
innovation-driver,24,-0.18,0.46,0.56,0.86
innovative,3,-0.14,0.55,0.73,0.94
innovator,24,-0.18,0.46,0.52,0.99
input,2,-0.19,0.47,0.55,0.94
insensitive,37,-0.15,0.56,0.54,0.96
inspection,2,-0.19,0.47,0.57,0.88
inspirational,8,-0.17,0.51,0.70,0.76
inspire,29,-0.02,0.69,0.65,0.87
install,22,-0.06,0.66,0.63,0.89
installer,39,-0.12,0.59,0.63,0.91
instantaneously,39,-0.12,0.59,0.50,0.95
instantiation,18,-0.21,0.38,0.54,0.97
instruct,22,-0.06,0.66,0.69,0.94
instrumental,32,-0.14,0.55,0.53,0.94
insulator,1,-0.09,0.60,0.74,0.78
insurer,2,-0.19,0.47,0.54,0.93
integer,12,-0.11,0.59,0.52,0.99
integral,37,-0.15,0.56,0.59,0.99
integrate,29,-0.02,0.69,0.78,0.95
integrated,33,-0.11,0.59,0.71,0.89
integrated-chip,24,-0.18,0.46,0.57,0.94
integrated-circuit,1,-0.09,0.60,0.59,0.94
integration,3,-0.14,0.55,0.68,0.92
intellectual-property,3,-0.14,0.55,0.51,0.96
intelligence,3,-0.14,0.55,0.53,0.99
intensify,29,-0.02,0.69,0.64,0.95
interact,22,-0.06,0.66,0.61,0.93
interactive,33,-0.11,0.59,0.61,0.88
interconnect,33,-0.11,0.59,0.51,0.97
interconnected,33,-0.11,0.59,0.57,1.00
interdisciplinary,31,-0.09,0.60,0.58,0.94
interesting,37,-0.15,0.56,0.66,0.98
interface,39,-0.12,0.59,0.75,0.84
interference,25,-0.14,0.54,0.62,0.86
interferometry,1,-0.09,0.60,0.63,0.95
interim-director,26,-0.14,0.54,0.54,0.90
intermediate-representation,21,-0.12,0.48,0.52,0.94
international-business,3,-0.14,0.55,0.54,0.93
international-reference,24,-0.18,0.46,0.50,0.89
international-researcher,24,-0.18,0.46,0.51,0.95
internet,39,-0.12,0.59,0.59,0.92
internet-connection,39,-0.12,0.59,0.55,0.90
interoperable,33,-0.11,0.59,0.72,0.80
interpretation,18,-0.21,0.38,0.67,0.99
interval,12,-0.11,0.59,0.52,0.95
interview,28,-0.14,0.56,0.55,0.93
intrinsic,35,-0.17,0.50,0.53,0.92
introduce,22,-0.06,0.66,0.76,0.95
intruder,24,-0.18,0.46,0.50,0.96
intuitive,33,-0.11,0.59,0.76,0.81
invent,30,-0.16,0.48,0.54,0.93
invention,1,-0.09,0.60,0.54,0.97
inventor,24,-0.18,0.46,0.61,0.97
invest,29,-0.02,0.69,0.64,0.94
investigate,22,-0.06,0.66,0.66,0.95
investment,3,-0.14,0.55,0.57,0.91
invite,11,-0.10,0.60,0.53,0.99
involve,11,-0.10,0.60,0.61,0.92
ion,1,-0.09,0.60,0.62,0.93
ionq,6,-0.17,0.45,0.50,0.93
ions,1,-0.09,0.60,0.78,0.87
ion-trap,1,-0.09,0.60,0.70,0.85
iot,3,-0.14,0.55,0.68,0.95
ip,39,-0.12,0.59,0.54,0.97
iphones,17,-0.09,0.62,0.66,0.89
iron,1,-0.09,0.60,0.53,0.90
isolated,35,-0.17,0.50,0.51,0.95
isomer,13,-0.17,0.46,0.60,0.89
israeli,28,-0.14,0.56,0.52,0.97
it,20,-0.13,0.57,0.72,0.80
italian,15,-0.19,0.47,0.55,0.91
iterative,33,-0.11,0.59,0.64,0.94
i-th,13,-0.17,0.46,0.56,0.88
jennifer,14,-0.03,0.68,0.82,0.66
jeopardize,11,-0.10,0.60,0.61,0.92
job,20,-0.13,0.57,0.67,0.83
joe,14,-0.03,0.68,0.93,0.50
join,10,-0.06,0.66,0.56,0.98
joinder,18,-0.21,0.38,0.52,0.89
joint-all-domain-command,6,-0.17,0.45,0.51,0.94
joy,8,-0.17,0.51,0.55,0.94
judge,28,-0.14,0.56,0.73,0.80
judgment,28,-0.14,0.56,0.62,0.97
judiciary,28,-0.14,0.56,0.60,0.98
jump,19,-0.16,0.53,0.71,0.81
jumpstart,29,-0.02,0.69,0.70,0.87
junior,15,-0.19,0.47,0.54,0.95
jurisprudence,18,-0.21,0.38,0.52,0.93
justice,28,-0.14,0.56,0.53,0.96
justify,11,-0.10,0.60,0.70,0.84
kat,14,-0.03,0.68,0.71,0.81
keen,37,-0.15,0.56,0.54,0.96
keep,10,-0.06,0.66,0.68,0.90
kenneth,14,-0.03,0.68,0.66,0.88
kernel,17,-0.09,0.62,0.68,0.96
key-aspect,32,-0.14,0.55,0.71,0.77
key-component,32,-0.14,0.55,0.79,0.70
key-contributor,32,-0.14,0.55,0.66,0.81
key-feature,32,-0.14,0.55,0.61,0.92
key-player,32,-0.14,0.55,0.71,0.77
key-priority,32,-0.14,0.55,0.71,0.77
key-role,32,-0.14,0.55,0.62,0.88
key-stakeholder,32,-0.14,0.55,0.61,0.83
key-technology,32,-0.14,0.55,0.62,0.99
kickstart,29,-0.02,0.69,0.66,0.89
kind,20,-0.13,0.57,0.51,1.00
kinetic,1,-0.09,0.60,0.60,0.94
kist,9,0.29,0.27,0.50,0.90
kit,0,-0.16,0.50,0.70,0.89
knock,19,-0.16,0.53,0.74,0.82
know,10,-0.06,0.66,0.60,1.00
know-how,3,-0.14,0.55,0.63,0.91
knowledge,3,-0.14,0.55,0.59,0.90
kpa,13,-0.17,0.46,0.67,0.91
kremlin,28,-0.14,0.56,0.60,0.91
kt,13,-0.17,0.46,0.55,0.88
lab,31,-0.09,0.60,0.52,0.99
lab-equipment,31,-0.09,0.60,0.51,0.94
lab-experiment,21,-0.12,0.48,0.53,0.89
laboratory,31,-0.09,0.60,0.59,0.92
labs,31,-0.09,0.60,0.53,0.95
language-understanding,6,-0.17,0.45,0.59,0.96
laptop,39,-0.12,0.59,0.63,0.99
large-model,21,-0.12,0.48,0.58,0.89
larger-diameter,1,-0.09,0.60,0.59,0.90
larger-machine,21,-0.12,0.48,0.56,0.88
larger-screen,17,-0.09,0.62,0.63,0.94
large-scale,33,-0.11,0.59,0.53,0.99
large-scale-quantum-computer,21,-0.12,0.48,0.56,0.92
laser,13,-0.17,0.46,0.52,0.97
lasers,1,-0.09,0.60,0.68,0.94
late,15,-0.19,0.47,0.50,0.94
later,15,-0.19,0.47,0.54,0.96
lattice,1,-0.09,0.60,0.77,0.85
launch,29,-0.02,0.69,0.53,0.97
laureate,26,-0.14,0.54,0.54,0.86
law,28,-0.14,0.56,0.63,0.92
lawsuit,28,-0.14,0.56,0.65,0.83
lay,19,-0.16,0.53,0.61,0.98
layer,1,-0.09,0.60,0.66,0.98
layout,39,-0.12,0.59,0.56,0.97
lcd,17,-0.09,0.62,0.65,0.96
lcd-display,17,-0.09,0.62,0.60,0.97
lcd-tvs,0,-0.16,0.50,0.51,0.99
lead-actor,15,-0.19,0.47,0.52,0.93
leadership,3,-0.14,0.55,0.62,0.86
leading-edge,6,-0.17,0.45,0.61,0.98
leading-edge-technology,3,-0.14,0.55,0.60,0.96
leading-player,32,-0.14,0.55,0.63,0.85
leading-researcher,26,-0.14,0.54,0.67,0.81
leading-role,32,-0.14,0.55,0.65,0.83
leading-technology,3,-0.14,0.55,0.58,0.96
lead-researcher,26,-0.14,0.54,0.62,0.83
leap,19,-0.16,0.53,0.52,0.93
leap-forward,32,-0.14,0.55,0.61,0.87
leapfrog,29,-0.02,0.69,0.63,0.97
learn,10,-0.06,0.66,0.64,0.96
leave,10,-0.06,0.66,0.77,0.80
led-display,0,-0.16,0.50,0.55,0.91
leds,1,-0.09,0.60,0.73,0.91
lee,14,-0.03,0.68,0.73,0.85
legitimate,37,-0.15,0.56,0.53,0.98
lender,2,-0.19,0.47,0.53,0.93
lens,1,-0.09,0.60,0.59,0.95
letter,28,-0.14,0.56,0.71,0.85
leverage,29,-0.02,0.69,0.81,0.79
liang,26,-0.14,0.54,0.52,0.96
license,2,-0.19,0.47,0.52,0.94
lie,30,-0.16,0.48,0.58,0.97
life,20,-0.13,0.57,0.72,0.78
life-sciences,31,-0.09,0.60,0.67,0.97
lift,19,-0.16,0.53,0.68,0.89
ligand,1,-0.09,0.60,0.63,0.99
light,20,-0.13,0.57,0.52,0.99
light-absorbing-layer,1,-0.09,0.60,0.63,0.97
light-absorption,1,-0.09,0.60,0.72,0.99
light-color,1,-0.09,0.60,0.53,0.95
light-conversion,9,0.29,0.27,0.52,0.79
light-emitting,1,-0.09,0.60,0.59,0.86
light-emitting-diode,1,-0.09,0.60,0.60,0.87
lighthouse,15,-0.19,0.47,0.62,0.88
light-matter-interaction,9,0.29,0.27,0.62,0.94
light-source,1,-0.09,0.60,0.80,0.82
light-wave,1,-0.09,0.60,0.65,0.91
like,8,-0.17,0.51,0.52,0.96
limited,37,-0.15,0.56,0.53,0.98
linear,12,-0.11,0.59,0.63,0.97
linear-equation,21,-0.12,0.48,0.63,0.92
liquid-chromatography,31,-0.09,0.60,0.53,0.95
liquid-helium,1,-0.09,0.60,0.64,0.85
listen,10,-0.06,0.66,0.73,0.87
lithium-ion,1,-0.09,0.60,0.56,0.98
live,10,-0.06,0.66,0.63,0.89
lively,8,-0.17,0.51,0.56,0.91
live-performance,15,-0.19,0.47,0.56,0.93
livestream,15,-0.19,0.47,0.53,0.92
lmu,26,-0.14,0.54,0.57,0.90
locate,22,-0.06,0.66,0.65,0.95
lock,19,-0.16,0.53,0.67,0.83
loft,0,-0.16,0.50,0.62,0.93
logarithm,13,-0.17,0.46,0.55,0.95
logarithmic,12,-0.11,0.59,0.64,0.96
logic,12,-0.11,0.59,0.53,0.98
logical,37,-0.15,0.56,0.59,0.97
logical-qubit,21,-0.12,0.48,0.64,0.84
logical-qubits,21,-0.12,0.48,0.57,0.93
logic-gate,21,-0.12,0.48,0.67,0.95
logistics,3,-0.14,0.55,0.67,0.84
long-chain,1,-0.09,0.60,0.52,0.96
long-distance-transmission,1,-0.09,0.60,0.51,0.99
long-lifetime,1,-0.09,0.60,0.55,0.94
long-range,17,-0.09,0.62,0.52,0.98
long-term,4,-0.20,0.45,0.53,0.95
long-way-to-go,32,-0.14,0.55,0.50,0.93
look,10,-0.06,0.66,0.69,0.86
lord,14,-0.03,0.68,0.54,0.95
lossy,1,-0.09,0.60,0.58,0.97
lot,20,-0.13,0.57,0.54,0.94
low-carbon,33,-0.11,0.59,0.56,0.99
low-energy-consumption,12,-0.11,0.59,0.51,0.99
lower,38,-0.21,0.45,0.54,0.91
lower-electrode,1,-0.09,0.60,0.55,0.95
lower-frequency,12,-0.11,0.59,0.50,0.98
lowest,38,-0.21,0.45,0.57,0.85
low-noise,1,-0.09,0.60,0.60,0.98
low-orbit-satellite,36,-0.20,0.39,0.86,0.63
low-power-consumption,17,-0.09,0.62,0.57,0.98
low-temperature,1,-0.09,0.60,0.69,0.91
lucrative,37,-0.15,0.56,0.52,0.93
luxury,0,-0.16,0.50,0.53,0.92
machine,39,-0.12,0.59,0.73,0.91
machine-based,6,-0.17,0.45,0.54,0.94
machine-learning,31,-0.09,0.60,0.71,0.97
machine-learning-model,39,-0.12,0.59,0.62,0.94
machine-learning-tasks,6,-0.17,0.45,0.57,0.97
macroscopic,12,-0.11,0.59,0.68,0.97
magic,0,-0.16,0.50,0.61,0.96
magnetic,1,-0.09,0.60,0.63,0.91
magnetic-field-sensor,1,-0.09,0.60,0.59,0.94
magnitude,12,-0.11,0.59,0.55,0.91
main-driver,4,-0.20,0.45,0.51,0.93
mainframe,6,-0.17,0.45,0.50,0.98
maintain,29,-0.02,0.69,0.70,0.95
majorana,9,0.29,0.27,0.52,1.00
major-application,23,-0.05,0.57,0.63,0.83
major-barrier,32,-0.14,0.55,0.55,0.87
major-bottleneck,32,-0.14,0.55,0.56,0.91
major-development,32,-0.14,0.55,0.61,0.89
major-driver,32,-0.14,0.55,0.62,0.90
major-leap-forward,32,-0.14,0.55,0.68,0.80
major-stakeholder,32,-0.14,0.55,0.52,0.92
major-step,32,-0.14,0.55,0.75,0.75
make,10,-0.06,0.66,0.67,0.93
malcolm,14,-0.03,0.68,0.78,0.71
malicious-actor,21,-0.12,0.48,0.59,0.97
malware,39,-0.12,0.59,0.66,0.89
manage,22,-0.06,0.66,0.70,0.99
managed-service,39,-0.12,0.59,0.58,0.95
management,3,-0.14,0.55,0.51,0.92
managing-editor,26,-0.14,0.54,0.60,0.84
mandate,28,-0.14,0.56,0.61,0.91
maneuverability,12,-0.11,0.59,0.55,0.93
manipulate,11,-0.10,0.60,0.61,0.92
manipulation,25,-0.14,0.54,0.57,0.95
manufacturing,3,-0.14,0.55,0.65,0.92
manufacturing-market,27,-0.20,0.36,0.51,0.96
mapping,31,-0.09,0.60,0.52,0.95
margin-pressure,4,-0.20,0.45,0.62,0.81
marina,15,-0.19,0.47,0.54,0.89
mark,19,-0.16,0.53,0.54,0.93
marketing,3,-0.14,0.55,0.63,0.87
marketplace,3,-0.14,0.55,0.57,0.93
marshmallow,0,-0.16,0.50,0.58,0.87
mascot,15,-0.19,0.47,0.56,0.91
mason,14,-0.03,0.68,0.73,0.82
master-equation,9,0.29,0.27,0.54,0.91
masters,15,-0.19,0.47,0.53,0.95
match,19,-0.16,0.53,0.60,0.86
material,2,-0.19,0.47,0.51,0.97
material-characterization,31,-0.09,0.60,0.58,0.94
material-science,31,-0.09,0.60,0.75,0.81
materials-research,31,-0.09,0.60,0.75,0.81
materials-science,31,-0.09,0.60,0.81,0.77
mathematical,31,-0.09,0.60,0.66,0.90
mathematical-equation,21,-0.12,0.48,0.68,0.88
mathematical-representation,21,-0.12,0.48,0.68,0.84
mathematical-structure,21,-0.12,0.48,0.63,0.98
mathematician,26,-0.14,0.54,0.73,0.77
mathematics,31,-0.09,0.60,0.60,0.91
matrix,1,-0.09,0.60,0.66,0.96
maximize,29,-0.02,0.69,0.75,0.82
maximum,38,-0.21,0.45,0.57,0.87
max-q,17,-0.09,0.62,0.62,0.93
mc,13,-0.17,0.46,0.59,0.88
mci,13,-0.17,0.46,0.53,0.88
md,26,-0.14,0.54,0.51,0.89
mean,11,-0.10,0.60,0.62,0.91
meaningful,8,-0.17,0.51,0.63,0.98
measurable,33,-0.11,0.59,0.57,0.94
measured,35,-0.17,0.50,0.72,0.84
measurement,12,-0.11,0.59,0.67,0.93
measurement-device,1,-0.09,0.60,0.60,0.95
measuring,35,-0.17,0.50,0.55,0.99
mechanical,31,-0.09,0.60,0.66,0.89
medical,31,-0.09,0.60,0.54,0.90
medical-diagnostics,31,-0.09,0.60,0.73,0.79
medication,7,-0.11,0.60,0.55,0.95
medicine,31,-0.09,0.60,0.54,0.94
medium-term,4,-0.20,0.45,0.61,0.86
meet,22,-0.06,0.66,0.68,0.93
megahertz,13,-0.17,0.46,0.52,0.97
membrane,1,-0.09,0.60,0.84,0.85
memory-bandwidth,17,-0.09,0.62,0.66,0.90
mems,31,-0.09,0.60,0.64,0.87
mention,11,-0.10,0.60,0.62,0.92
menu,0,-0.16,0.50,0.66,0.92
merchandise,0,-0.16,0.50,0.50,0.93
message,28,-0.14,0.56,0.59,0.98
metal,1,-0.09,0.60,0.61,0.89
metal-ions,1,-0.09,0.60,0.73,0.89
metallic,1,-0.09,0.60,0.59,0.95
metal-surface,1,-0.09,0.60,0.74,0.78
metamaterials,31,-0.09,0.60,0.69,0.95
metasurfaces,1,-0.09,0.60,0.69,0.89
metaverse,6,-0.17,0.45,0.57,0.95
