document,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
"According to IBM, the goal is to build a million-qubit quantum system",36,0.23,0.93,0.97,0.49
"Building quantum computers is a more difficult task that developing Artificial Intelligence (AI), he added",0,-0.04,0.84,0.91,0.86
it was to build quantum computing devices,36,0.23,0.93,0.96,0.52
quantum computers work on 'qubits,29,0.16,0.86,0.99,0.42
companies nowadays are providing quantum computing on the cloud as a service (QCaaS) which is a great start for quantum technology,0,-0.04,0.84,0.91,0.99
"To realize a useful quantum computer, the quality requirements for the qubits are extremely demanding",0,-0.04,0.84,0.91,0.92
"the global science and technology strategy, and quantum chip development is the core of quantum computer research",2,0.08,0.85,0.92,0.83
The present disclosure provides a superconducting qubit,23,0.10,0.91,0.95,0.71
IonQ announced in October 2020 that it had developed the world’s most powerful quantum computer with a 32-qubit system,7,0.03,0.77,0.91,0.63
IonQ is building quantum computing for today and for the future,36,0.23,0.93,0.96,0.52
"To realize a useful quantum computer, the quality requirements for qubits are extremely demanding",0,-0.04,0.84,0.91,0.92
A fault tolerant quantum computer is implemented using hybrid acoustic-electric qubits,29,0.16,0.86,0.93,0.55
"This present disclosure provides group III-V quantum dots,",23,0.10,0.91,0.94,0.73
"CYD       CYD (Nantong Changed New Material Co., Ltd) is the global leader in developing, manufacturing and marketing high quality quantum",16,0.15,0.93,0.98,0.49
"of driving industry-leading initiatives that leverage the Cloud's on-demand elasticity, her team is focused on engineering Artificial Intelligence (AI), Machine Learning, and delivered meaningful research on Quantum Computing capabilities to enable faster, more advanced, and complex market models to provide a superior client experience",25,0.03,0.82,0.92,0.90
Quantum computing is still at an early stage,16,0.15,0.93,0.97,0.58
"The Center for Quantum Computing will focus on quantum hardware, education, and fundamental research",32,0.14,0.85,0.91,0.65
There are additional issues involved with implementing and operating quantum computing,22,0.02,0.90,0.91,0.79
What are the challenges facing quantum computing and how can you step up to help solve them,16,0.15,0.93,0.97,0.58
"IQM is building Finland's first commercial 54-qubit quantum computer with VTT, and an IQM-led consortium (Q-Exa) is building Germany's quantum computer, which will be integrated into an HPC supercomputer to create an accelerator for future scientific research",19,0.03,0.83,0.92,0.86
Fujitsu has developed a parallel and distributed quantum simulator for a cluster system,17,0.14,0.87,0.90,0.81
China's vigorous fusion program is committed to developing its quantum computing resources,17,0.14,0.87,0.93,0.69
"Via this achievement, NEC has made further progress toward the production of a quantum",30,0.11,0.86,0.91,0.69
"In 1999, NEC developed a superconducting qubit for use in gate-type quantum computers",17,0.14,0.87,0.93,0.72
The overall aim is to develop and publish a roadmap that will enable scalable quantum technologies,15,0.02,0.86,0.94,1.00
collaboration with Microsoft to provide Rigetti quantum computers over the cloud to Microsoft's Azure Quantum Service usersBERKELEY,23,0.10,0.91,0.94,0.62
It was developed in the Enabling QUAnTum AdvantagE (EQUATE) project,14,0.35,0.93,0.98,0.38
the Q&A session is available on this webpage,16,0.15,0.93,0.93,0.66
"Indefinite causal order provides a truly new resource for quantum technologies, and our Network",23,0.10,0.91,0.96,0.54
Companies like Google and IBM plan to double the performance of quantum computers each year,29,0.16,0.86,0.90,0.63
"quantum computing, which is expected to enable high-speed solutions to problems that could not be solved in the past",15,0.02,0.86,0.91,0.79
"Zapata Computing, Inc. builds quantum-ready applications for enterprise on Orquestra®,",19,0.03,0.83,0.92,0.70
SpeQtral's QKD technology solution is a crucial element in building global quantum-secure communication networks,0,-0.04,0.84,0.91,0.91
It will also build advanced technology and engineering capabilities in quantum chips,36,0.23,0.93,0.91,0.97
Link to Story       Emergen Research Logo       Increasing adoption of quantum computing and growing implementation of deep learning chips for robotics are some key,2,0.08,0.85,0.93,0.78
The support given by the government for the execution of quantum computing technology and its development is a prominent factor in the market,2,0.08,0.85,0.91,0.72
The funding is intended to enable quantum information science and technology applications for more than ten years by fixating its objectives and significance,15,0.02,0.86,0.92,0.69
Atom Computing will use this new investment to build their second-generation quantum computing systems and commercialize the technology,26,1.00,1.00,1.00,0.00
"The team from University of New South Wales (UNSW) in Australia, in partnership with the University of Melbourne, University of Technology Sydney, and others based in the US, Japan and Egypt, has developed silicon-based quantum processors",14,0.35,0.93,0.98,0.38
Our Quantum Center is focused on trying to develop quantum sensors and quantum technology,32,0.14,0.85,0.92,0.89
I am very much looking forward to speaking about the software that we develop at HQS to make quantum computers useful for the high performance computing (HPC) community,30,0.11,0.86,0.91,0.80
"Also, some countries are developing quantum communication methods that should be immune to an attack",39,0.14,0.93,0.94,0.77
project which is going to be first Quantum Computing Technology Park of India,21,1.00,1.00,1.00,0.00
The event and Q&A session will be available,16,0.15,0.93,0.93,0.66
"light source module, which will be a key device to realize a rack-sized optical quantum computer",0,-0.04,0.84,0.92,0.85
"As a first step, we will develop an optical quantum computer composed",20,0.04,0.89,0.96,0.60
"IQM is building Finland's first commercial 54-qubit quantum computer with VTT, and an IQM-led consortium (Q-Exa) is building a quantum computer in Germany that will be integrated into an HPC supercomputer to create an accelerator for future scientific research",19,0.03,0.83,0.92,0.86
A collaboration between the University of Birmingham-led UK Quantum Technology Hub and BAE Systems to develop and integrate quantum sensing technologies,17,0.14,0.87,0.95,0.92
There are two ways to counter the threats quantum computers,16,0.15,0.93,0.94,0.71
the race to innovation in quantum computing proving to be the great scientific race,22,0.02,0.90,0.92,0.92
"IQM is building Finland's first commercial 54-qubit quantum computer with VTT, and an IQM-led consortium (Q-Exa) is building Germany's quantum computer that will be integrated into an HPC supercomputer to create an accelerator for future scientific research",19,0.03,0.83,0.92,0.86
they work on AI and quantum computing,13,0.07,0.78,0.94,0.67
the Quantinuum Model H1 quantum computer powered by Honeywell,2,0.08,0.85,0.93,0.97
"behaving in a solely classical manner, is crucial to developing novel quantum devices",39,0.14,0.93,0.92,0.94
then quantum computing will enable us to process information so fast that we can process an almost infinite number of solutions,15,0.02,0.86,0.90,0.71
"He said he and colleagues had developed an algorithm for a non-quantum computer to perform a task ""thought to be impossible"" for regular computers",0,-0.04,0.84,0.91,0.77
"In the future, new materials will enable quantum computing to further enhance transaction handling and improve security",15,0.02,0.86,0.92,0.72
Their work has the potential to provide the missing part of the ultimate quantum technology,23,0.10,0.91,0.96,0.54
China builds world's fastest programmable quantum computers,36,0.23,0.93,0.96,0.57
"In both cases, Big Tech is working in tandem with research institutions to develop quantum computers, although these are currently still relatively small in relation to the end-state vision",0,-0.04,0.84,0.90,0.94
"Firstly, we develop new methods and software for optimising quantum circuits",17,0.14,0.87,0.92,0.77
The Centre of High-Performance Computing (CHPC) will provide the quantum computing infrastructure,23,0.10,0.91,0.96,0.53
"In quantum computing, for instance, we will not be building a quantum computer but rather develop 'quantum apps",19,0.03,0.83,0.91,0.85
"quantum systems are available on all three major cloud providers, including Microsoft Azure",2,0.08,0.85,0.91,0.91
The demand for IonQ's quantum computers has never been clearer,16,0.15,0.93,0.97,0.61
quantum computers are available via all major cloud providers,22,0.02,0.90,0.95,0.64
Dr. Devoret has developed a quantum computer based on superconducting devices,17,0.14,0.87,0.94,0.78
The race to innovation in quantum computing is proving to be the great scientific race,22,0.02,0.90,0.92,0.92
Saggezza developed its quantum computing lab to promote its belief that innovation should,20,0.04,0.89,0.94,0.68
"His dissertation, ""Protected qubits, Floquet engineering and crosstalk suppression with superconducting circuits,"" provides solutions for challenges in creating scalable quantum devices, among them suppressing noise and crosstalk to improve device coherence",3,0.02,0.76,0.91,0.80
"Founded in 2015 by Chris Monroe and Jungsang Kim at the University of Maryland and Duke University, IonQ is developing quantum computers designed to solve the world's most complex problems, and transform business, society, and the planet for the better",34,-0.08,0.81,0.91,0.76
Prototype quantum computers have been built by firms such as Google,26,1.00,1.00,1.00,0.00
There were talks on the latest research into quantum sensors and computing,22,0.02,0.90,0.95,0.66
. Half of the projects are in quantum computing,16,0.15,0.93,0.97,0.58
China is working on an ambitious quantum information science research project and channelizing efforts to develop quantum computing and communications,20,0.04,0.89,0.92,0.83
There have been some significant advancements in quantum computing in the past few,22,0.02,0.90,0.93,0.74
Mukai enables companies like Boeing and others to leverage the power of quantum technologies with its best-in-class performance,15,0.02,0.86,0.90,0.85
The agency wants to build the first ever quantum internet,26,1.00,1.00,1.00,0.00
This collaboration was focused on enriching the establishment of a new 64-qubit quantum computing lab,32,0.14,0.85,0.96,0.44
more exotic technologies such as quantum radar are also under development,22,0.02,0.90,0.94,0.65
NIST's research to develop a measurement infrastructure has enabled quantum information science,15,0.02,0.86,0.94,0.84
We are excited to help accelerate the adoption of quantum computing as a solution,13,0.07,0.78,0.94,0.67
"Delta Air Lines, Goldman Sachs, Wells Fargo and Woodside Energy are among the latest organizations to begin to explore practical applications using quantum computing",2,0.08,0.85,0.91,0.98
IBM Quantum       IBM Quantum is an industry-first initiative to build commercial universal quantum systems for business and science applications,2,0.08,0.85,0.91,0.80
