document,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
Cathay Pacific and Dragonair will be able to expand the number of flights to cities such as London,3,0.09,0.81,0.94,0.63
The flag carrier is in the middle of expanding flight services,16,0.01,0.90,0.91,0.96
The government increased the number of weekly flights on international routes,35,0.08,0.88,0.93,0.69
French aviation authorities asked airlines to reduce the number of flights between 7 a.m. and 2 p.m. (GMT,12,0.11,0.86,0.91,0.80
Aeroport de Paris (ADP) asked airlines to reduce the number of flights between 7am and 2pm (Paris time) on Thursday at Paris-Charles de Gaulle airport,12,0.11,0.86,0.90,0.79
"RPC % * Comment       Thu 02 Adds $163 million (7.2%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
South Korea increased the number of weekly flights on international routes,35,0.08,0.88,0.93,0.69
"Gaona Aero Material (300034: CNY37.67) loses CNY447 million ($67 million) (2.4%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
Airlines have increased their capacity for flights to the popular German holiday destination,35,0.08,0.88,0.97,0.56
Airlines are cutting more flights from their schedules because they have been over-scheduled and understaffed,4,0.09,0.86,0.92,0.69
British Airways has reduced its flights on Accra-London-Accra route to five per week,12,0.11,0.86,0.92,0.59
"to April 2019, before the pandemic, international travel decreased 29 per cent while domestic travel decreased 35 per cent",0,0.08,0.86,0.92,0.72
Air travel at Swedavia’s ten airports has decreased by a total of more than 64 million,26,0.04,0.77,0.92,0.55
JetBlue has cut its number of flights this summer amid staffing shortages,35,0.08,0.88,0.92,0.70
"there has been significant gains in the return of business travel, especially over the past month",17,0.03,0.85,0.92,0.83
Trend Iranian airline companies are planning to increase flights between Iran and Qatar for the FIFA World Cup 2022,35,0.08,0.88,0.92,0.73
Southwest and other airlines have cut hundreds of flights this summer due,35,0.08,0.88,0.93,0.67
"Several domestic airlines, including Viva Aerobus and Magnicharters, have announced they will be increasing their daily flights to Mexico City",2,0.13,0.85,0.96,0.69
The airline also increased its flight offerings between the New York City area,35,0.08,0.88,0.97,0.56
"at the Megaron Concert Hall, AIA President Riccardo Lambiris said that Athens’ airport is seeing a boost in flights from major tourism markets",21,-0.01,0.82,0.93,0.88
British Airways have announced a cut in the number of flights on its Accra-London-Accra route from 7 to 5 weekly,2,0.13,0.85,0.93,0.56
British Airways has announced a cut in the number of flights on its Accra-London-Accra route from 7 to 5 weekly,2,0.13,0.85,0.93,0.56
"91.14       Thu 02 Adds $163 million (7.2%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.91,0.43
Airlines in Vietnam said they plan to increase the number of flights on both domestic and international routes,30,0.11,0.86,0.96,0.58
The airline plans to increase flights,35,0.08,0.88,0.97,0.56
"Turkish Airlines continues to expand its flight network with flights to Juba,",3,0.09,0.81,0.90,0.62
Russia’s national carrier Aeroflot has increased the number of flights to the Maldives,35,0.08,0.88,0.95,0.59
"Recovery in global passenger demand is foreseen to gradually boost global air cargo capacity, but instability in regional air cargo markets is expected to persist due to major Chinese city lockdowns and the war in Ukraine",17,0.03,0.85,0.91,0.86
"More Turkish Airlines expands its flight network by adding South Sudan’s capital Juba June 2, 2022",3,0.09,0.81,0.92,0.56
"Grant Shapps, the Transport Secretary, said ministers would support the sector after passengers faced long queues and cancelled flights",30,0.11,0.86,0.91,0.79
"The Kingdom’s national carrier has expanded its network with flights to Manchester in the UK, Rome and Milan in Italy, and Nice in France",3,0.09,0.81,0.90,0.65
"However there has been a massive increase in air traffic, people are travelling all over the country and even international travel has opened up for last few weeks",17,0.03,0.85,0.91,0.82
"A Share (600038: CNY40.91) loses CNY348 million ($52 million) (1.4%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
"In the future we plan to increase the number of flights,"" said Oleg Semenov, President of Utair",30,0.11,0.86,0.96,0.79
"its third daily flight from Newark to London, to support the return of business travel",10,0.10,0.85,0.93,0.61
"In the summer season, the airline has increased the number of flights from Saint Petersburg to Kotlas in order to expand the possibilities of passengers for upcoming trips",6,0.05,0.78,0.91,0.99
"The ministry this month will raise the number of international flights by 230 per week, up",22,0.36,0.89,0.90,0.55
Several major airlines have announced cutbacks in the number of flights they will offer just,2,0.13,0.85,0.96,0.72
"Another airline, French operator La Compagnie, will be boosting its US-France offering to seven weekly flights between Paris and New York next week",35,0.08,0.88,0.95,0.65
the California law—would cause airlines to reduce flights,12,0.11,0.86,0.96,0.62
Travel (CTD) fell 2.72% to $24.28,29,0.04,0.84,0.92,0.79
Easyjet said it had cut 80 flights on Sunday,30,0.11,0.86,0.96,0.79
"Travel demand for holidays in July is expected to return to the 60 percent level compared to the pre-pandemic period, according to the ministry",10,0.10,0.85,0.90,0.85
by the BBC that easyJet cut a further 80 flights on Sunday,7,0.98,1.00,1.00,0.00
Significant growth in the aviation industry is one of the key factors driving the growth of the market,24,0.11,0.82,0.91,0.85
"The city's mayor, Andy Burnham, said some airlines have even told passengers to drop off their bags the night before their flight to avoid long queues",30,0.11,0.86,0.91,0.86
"Turkish Airlines continues to expand its flight network with flights to Juba, the capital of South Sudan, as of June 1, 2022",3,0.09,0.81,0.90,0.62
"and increasing airline demand for more flights, the timing is now right for expansion at the Jacksonville International Airport with a new $300 million concourse",4,0.09,0.86,0.91,0.70
"of remaining pandemic restrictions in recent months, there has been a sudden increase in air travel",17,0.03,0.85,0.90,0.93
"With the significant lifting of the remaining pandemic restrictions over the past few months, there has been a sharp increase in air travel",17,0.03,0.85,0.92,0.91
domestic travel demand is returning to pre-Covid-19 levels ahead of expectations,10,0.10,0.85,0.94,0.87
"After the major decline in air travel due to the COVID-19 pandemic, I am particularly pleased to see a brand new service launched, expanding our ability to move and connect people, as aviation traffic steadily climbs,” said Minister of Transport and Mining Audley Shaw",36,0.01,0.75,0.90,0.70
"It will take time for airlines to increase the number of international flights, but bookings and travel demand is significantly rising",4,0.09,0.86,0.91,0.89
"As carriers such as Delta, JetBlue and Southwest have cut flights to focus on reducing delays, American Airlines is flying a schedule that is about 20 percent larger than its next nearest competitor at Delta",4,0.09,0.86,0.91,0.83
"the Irish low-cost carrier Ryanair, had to reduce the number of flights for the summer months due to the situation at Boeing",12,0.11,0.86,0.94,0.56
Air traffic levels will return to pre-pandemic numbers only in the second quarter,10,0.10,0.85,0.91,0.63
"A traffic control tower would certainly be a first step in further expansion of the airport, which would lead to a significant increase in air traffic,",17,0.03,0.85,0.91,0.88
We are reducing our use of air freight,19,0.06,0.85,0.94,0.59
"Even if the government lifts all aviation regulations, it is difficult to increase the number of flights immediately from this month",16,0.01,0.90,0.94,0.76
"We're seeing significant gains in the return of business travel,"" said Suzanne Neufang, CEO of the Global Business Travel Association",21,-0.01,0.82,0.91,0.80
United Airlines will increase their number of daily flights to Newark (EWR) from two to three on June,7,0.98,1.00,1.00,0.00
there is expected to be an increase in business travel,25,0.15,0.95,0.97,0.53
"Almost all major U.S. airlines have proactively cut flights, some by as much as 15%",35,0.08,0.88,0.97,0.56
"This forces airline operators to expand their fleet, which indirectly impacts the aviation",18,-0.02,0.83,0.93,0.68
"rising in demand for long duration flights, are some of the factors driving the growth of aircraft door market",28,0.07,0.90,0.95,0.92
TUI has also cut six flights per day from Manchester Airport in June,35,0.08,0.88,0.93,0.66
Air Europa increases its flights to the United States & More,7,0.98,1.00,1.00,0.00
domestic travel demand is returning to pre-Civud-19 levels ahead of expectations,10,0.10,0.85,0.94,0.87
"The Ministry of Land, Infrastructure and Transport originally planned to increase the number of international flights by 100 to 300",22,0.36,0.89,0.90,0.55
"Airlines are free to increase flights to meet demand, said Transport Minister Dato Sri Lee Kim Shin",16,0.01,0.90,0.90,0.96
"Flight capacity to Indonesia set to increase, says airline",30,0.11,0.86,0.96,0.58
"we are seeing an increase in the number of general aviation incursions,” Forest Service officials say",21,-0.01,0.82,0.92,0.83
Tui       Tui announced this week that it would be cutting six flights per day from Manchester airport until Thursday June 30,23,0.36,0.94,0.98,0.41
"The use of biofuels in these three flights will reduce CO2 emissions by 125 tons, according to the airline",12,0.11,0.86,0.90,0.65
"Turkish Airlines continues to expand its flight network as it recently added Juba, the capital of South Sudan, to its flight destinations as of June 1st",3,0.09,0.81,0.90,0.63
Delta Airlines will cut roughly 100 flights daily in the United States and Latin America,35,0.08,0.88,0.94,0.79
"Steepest Fall       Wed Jun 01 Adds $592 million (2.0%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.95,0.35
"British Airways also said it is cutting 16,000 flights, or 8,000 round trips",30,0.11,0.86,0.93,0.61
"EasyJet this week said it would cut 24 flights per day, while Tui canceled 43 flights per week out of Manchester",30,0.11,0.86,0.91,0.81
"April, the business travel unit actually returned to profitability",10,0.10,0.85,0.95,0.81
"EasyJet this week said it would cut 24 flights per day, while Tui cancelled 43 flights per week out of Manchester",30,0.11,0.86,0.91,0.81
"British Airways has already announced it is cutting 16,000 flights, or 8,000 round trips",2,0.13,0.85,0.92,0.57
business and international travel has not returned to pre-pandemic levels,10,0.10,0.85,0.93,0.67
Iberia increases flights to Buenos Aires,35,0.08,0.88,0.90,0.80
The national flag carrier is in the midst of expanding flight services,16,0.01,0.90,0.94,0.74
"Dassault Aviation (AM: EUR160.50) adds EUR234 million ($251 million) (1.8%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.90,0.48
"4.2       Tue 03 Adds KRW73 billion ($58 million) (1.6%) in MCap, top heavyweight rise in Aerospace & defense sector 47,200",8,0.54,0.90,0.91,0.43
"on falling relative strength       Fri 20 Adds KRW63 billion ($50 million) (1.4%) in MCap, top heavyweight rise in Aerospace & defense sector 47,300",8,0.54,0.90,0.92,0.43
"2.7       Thu 26 Adds KRW58 billion ($46 million) (1.2%) in MCap, top heavyweight rise in Aerospace & defense sector 51,300",8,0.54,0.90,0.91,0.44
"on rising relative strength       Tue 31 Adds KRW68 billion ($55 million) (1.4%) in MCap, top heavyweight rise in Aerospace & defense sector 52,500",8,0.54,0.90,0.92,0.43
"0.9 0.2 Rises for a second consecutive day       Tue 17 Adds GBP30 million ($37 million) (1.3%) in MCap, top heavyweight rise in Aerospace & defense sector 3,270",8,0.54,0.90,0.92,0.43
"on falling relative strength       Fri 06 Loses GBP120 million ($148 million) (1.7%) in MCap, steepest heavyweight fall in Aerospace & defense sector 80.31 -1.7",8,0.54,0.90,0.94,0.37
"2.7       Thu 12 Adds $53 million (2.9%) in MCap, top heavyweight rise in Aerospace & defense sector 10.32",8,0.54,0.90,0.91,0.44
"1.3       Wed 25 Adds CNY1 billion ($161 million) (5.2%) in MCap, top heavyweight rise in Aerospace & defense sector 17.03",8,0.54,0.90,0.91,0.45
"Thu 26 Loses CNY522 million ($78 million) (2.4%) in MCap, steepest heavyweight fall in Aerospace & defense sector 17.02 -0.1",8,0.54,0.90,0.94,0.37
"RPC % * Comment       Wed 25 Adds CNY1 billion ($161 million) (5.2%) in MCap, top heavyweight rise in Aerospace & defense sector 17.03",8,0.54,0.90,0.92,0.43
"2.7 3.3 Top Rise       Thu 26 Loses CNY522 million ($78 million) (2.4%) in MCap, steepest heavyweight fall in Aerospace & defense sector 17.02 -0.1 -0.1 Week",8,0.54,0.90,0.94,0.37
"4.5       Tue 10 Loses $200 million (2.0%) in MCap, steepest heavyweight fall in Aerospace & defense sector 92.86 -2.0",8,0.54,0.90,0.94,0.37
Flight costs will inevitably go up with rising gas prices and there are fewer flights available as short-staffed airlines try to gauge what demand will,4,0.09,0.86,0.92,0.86
Several major airlines have announced cutbacks in the number of flights they will offer,2,0.13,0.85,0.96,0.72
Eurowings Discover is further expanding its flight offerings over the next three months,3,0.09,0.81,0.95,0.52
Singapore Airlines intends to increase its India flights,7,0.98,1.00,1.00,0.00
United Airlines (NASDAQ:UAL) announced that it will be dramatically increasing its capacity of Transatlantic flights,23,0.36,0.94,0.95,0.69
the boom in air travel combined with an overall decrease in flights may mean,4,0.09,0.86,0.90,0.87
"In the last option, the airport could force airlines to reduce the number of flights",12,0.11,0.86,0.95,0.59
"It was also recently announced that SAS will cut 4,000 flights this summer due to a lack of crew and delayed flight deliveries",2,0.13,0.85,0.91,0.69
"The following day, the airline then officially announced that it would also be cutting around 100 daily flights from its schedule from July",2,0.13,0.85,0.94,0.67
Delta Air Lines has revealed that 100 daily flights will be cut,16,0.01,0.90,0.91,0.98
Its state airline increased flights to Moscow,35,0.08,0.88,0.94,0.67
Alaska Airlines will cut two percent of its flights due to a pilot shortage,35,0.08,0.88,0.93,0.83
KARE reports that the Atlanta-based airline cut nearly 100 flights just from Friday to Monday just at Minneapolis-St. Paul International Airport,35,0.08,0.88,0.94,0.67
"Bombardier Class B (BBD.B: CAD1.19) loses CAD128 million ($101 million) (4.8%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.93,0.41
flights from several California airports have increased,7,0.98,1.00,1.00,0.00
"Europe's largest budget airline announced it would cut an additional 240 flights up until 6 June, with around 42 last minute cancellations made on Tuesday morning",2,0.13,0.85,0.92,0.89
Delta Airlines recently announced that it will soon be cutting 100 flights per day starting July 1 until August,2,0.13,0.85,0.94,0.44
", such as Delta, JetBlue Airways, and Alaska Airlines, recently announced a reduction of flights this summer due to a pilot shortage",2,0.13,0.85,0.94,0.68
that is why RusLine Aviation Company has decided to increase the number of flights on these directions,16,0.01,0.90,0.94,0.84
Many airlines that reduced their flights during the pandemic are now adding offerings,12,0.11,0.86,0.92,0.70
"Meanwhile, Air Canada will expand its service to Toronto from three flights",3,0.09,0.81,0.95,0.76
"British Airways, meanwhile, will slightly reduce service between Bermuda and London, cutting the Friday flight for three weeks before it returns on June 24",12,0.11,0.86,0.92,0.80
Singapore Airlines to increase flights in India,7,0.98,1.00,1.00,0.00
"Air travel demand is increasing in Canada, and that is good news",16,0.01,0.90,0.91,0.95
The air carrier will increase the number of flights to Dammam from Doha to 4 daily flights,35,0.08,0.88,0.96,0.57
"the flag carrier of Serbia, Air Serbia, doubled the flights between Moscow and Belgrade, offering a total of 15 flights per week",35,0.08,0.88,0.95,0.57
This is mainly due to the rise in air travel,25,0.15,0.95,0.98,0.51
JetBlue is cutting 10% of their flights,35,0.08,0.88,0.92,0.70
"flight deliveries led to SAS having to cut 4,000 flights this summer",7,0.98,1.00,1.00,0.00
International flights have been increased from 420 flights,35,0.08,0.88,0.91,0.91
The airline said it is in the midst of expanding flight services,16,0.01,0.90,0.94,0.72
"if there was a significant decrease in flights to Italy (-58.1%) compared to 2019,",17,0.03,0.85,0.91,0.97
Air Canada will increase flights to Greece,7,0.98,1.00,1.00,0.00
"The airline hasn’t seen inflation cut into demand for flights, he said",30,0.11,0.86,0.95,0.52
"aircraft deliveries led to SAS having to cut 4,000 flights this summer",35,0.08,0.88,0.91,0.87
The budget airline easyJet will be cutting over 200 flights in the next 10 days from London Gatwick,35,0.08,0.88,0.91,0.77
"Our Air Serbia is even increasing its flights to the USA, connecting Serbia",7,0.98,1.00,1.00,0.00
"Air traffic in Europe is expected to recover to pre-pandemic levels this summer, although the number of visitors outside the region is likely to fall by 30% compared to 2019, according to a new report from the European Travel Commission",17,0.03,0.85,0.92,0.81
"Air traffic in Europe is expected to recover to pre-pandemic levels this summer, although the number of visitors outside the region is likely to fall by 30 per cent compared to 2019, according to a new report from the European Travel Commission",17,0.03,0.85,0.92,0.81
Alaska Airlines said flights would be reduced this summer because of a pilot shortage,12,0.11,0.86,0.92,0.73
JetBlue and Alaskan Airlines are also cutting flights,35,0.08,0.88,0.90,0.88
"He said Qatar Airways would cut flights to destinations that are ""irrelevant"" to the World Cup, so that it could increase flights to countries taking part",16,0.01,0.90,0.93,0.76
Hills said the school could already hear the existing aircraft and an increase in flights or larger planes,30,0.11,0.86,0.93,0.61
Delta Air Lines announced its plans to decrease flights this summer on Thursday,23,0.36,0.94,0.98,0.41
Air travel increased 25% from last year,26,0.04,0.77,0.95,0.73
"Dubai, United Arab Emirates (CNN) – Delta Airlines announced on Thursday that it was cutting 100 flights from its summer schedule, saying it would “rise quickly while reducing obstacles and facing challenges",2,0.13,0.85,0.96,0.40
"of “rebuilding Delta’s overall operations”, the airline announced a reduction in daily flights between July",2,0.13,0.85,0.93,0.62
Delta Airlines announced Thursday that it is cutting flights for the summer season,2,0.13,0.85,0.95,0.44
BOSTON (WHDH) - Delta Airlines announced Thursday they are slashing around 100 flights per day this summer,2,0.13,0.85,0.92,0.53
Air travel continues to increase and is up 25% over last year,25,0.15,0.95,0.98,0.51
"A Share (600893: CNY39.44) loses CNY1 billion ($205 million) (1.5%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
"CAE (CAE: CAD31.73) adds CAD428 million ($335 million) (4.4%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"However, the number of flights on international routes has decreased",35,0.08,0.88,0.93,0.69
"Holidaymakers at Gatwick  reported fresh travel  ""chaos"" on Friday morning amid cancelled flights and a reported lack of check-in staff",35,0.08,0.88,0.91,0.82
Regional Airport Director Tristan Durbin said he is expecting to see a significant increase in passenger travel,21,-0.01,0.82,0.92,0.72
A Nelson-based airline will be resuming services to North Island after having to reduce flights because of Covid-19 restrictions,12,0.11,0.86,0.92,0.67
The airline said it will reduce about 100 flights per day in the US and Latin America from July,12,0.11,0.86,0.93,0.76
Swiss Airtainer hopes to expand the pharma industry by optimizing the industry’s supply chain using a temperature-controlled and energy-independent air cargo container solution,18,-0.02,0.83,0.92,0.64
"Qatar Airways would cut flights to destinations that are irrelevant to the FIFA World Cup, so that we could increase flights to countries taking part",16,0.01,0.90,0.93,0.78
"On Thursday, the airline announced it will be cutting about 100 flights per day from its summer schedule",2,0.13,0.85,0.94,0.60
that international travel demand is returning,25,0.15,0.95,0.92,0.94
the impact of coronavirus on air-travel demand was much severe,17,0.03,0.85,0.91,0.97
"in June, the airline will increase the number of flights",35,0.08,0.88,0.97,0.56
Delta is the latest major U.S. airlines to cut flights during the busy summer travel season,16,0.01,0.90,0.92,0.87
One study demonstrated that the carbon footprint of the traveler who decided to fly business class can be three times,4,0.09,0.86,0.91,0.87
"He said Qatar Airways would cut flights to destinations that are ""irrelevant"" to the World Cup so that it could increase flights to countries taking part",16,0.01,0.90,0.93,0.76
Atlanta’s airline stated that it will “reduce flights in the next days,12,0.11,0.86,0.96,0.62
"RPC % * Comment       Fri 20 Loses CNY354 million ($53 million) (1.4%) in MCap, steepest heavyweight fall in Aerospace & defense sector 40.89 -1.4",8,0.54,0.90,0.94,0.37
The weekly number of flights to Sochi airport will also increase,7,0.98,1.00,1.00,0.00
"With this acquisition, Qantas expands in online holiday booking market",18,-0.02,0.83,0.90,0.84
The national flag carrier is expanding flight services,3,0.09,0.81,0.95,0.60
The only major large price fall was in international holiday travel and accommodation (-23.1%) thanks to a fall in airline prices,16,0.01,0.90,0.93,0.97
"United Airlines announced the return of Osaka-Guam flights starting in July, in addition to increasing flight services from Tokyo",2,0.13,0.85,0.90,0.98
"Fuel costs, a pilot shortage and a decline in regional routes are all challenges faced by those in the travel industry",16,0.01,0.90,0.94,0.91
when international travel is gradually returning,16,0.01,0.90,0.91,0.82
"During the 2020 recession, air travel fell by 95% because of the pandemic",0,0.08,0.86,0.93,0.69
Qatar Airways has announced increase in flights,2,0.13,0.85,0.94,0.72
Domestic and international travel demand is increasing,25,0.15,0.95,0.98,0.72
"the NSCBI Airport, which has seen a rise in flights,",16,0.01,0.90,0.91,0.80
Qatar Airways on Wednesday announced increase in flights,23,0.36,0.94,0.98,0.41
"Qatar Airways will increase the number of its flights from the UAE, with plans to operate three daily flights from Abu Dhabi to Doha from 10 July 2022",27,0.04,0.81,0.91,0.68
"CAE (CAE: CAD30.03) adds CAD149 million ($116 million) (1.6%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
it is absolutely critical to achieving growth in inbound tourism,39,0.01,0.86,0.91,0.81
The airline is also in the process of expanding flight operations,16,0.01,0.90,0.93,0.84
There have been various developments taken place in the market with increasing aerospace industry,25,0.15,0.95,0.93,0.82
Greater Bay Area Airlines hopes to increase flights,7,0.98,1.00,1.00,0.00
tourism from China that had been booming prior to the pandemic to rebound as Covid-19 restrictions ease,17,0.03,0.85,0.91,0.97
"Further, he said there has been a significant increase in domestic travel with more flights",16,0.01,0.90,0.93,0.87
"Suhas Jadhav, Regional Manager of Air India said, “We have increased one flight, so",30,0.11,0.86,0.96,0.79
"TPG has reported, French Polynesia air carrier Air Tahiti Nui is increasing flights from the U.S. to Tahiti later this year with new twice-a-week departures from Seattle",35,0.08,0.88,0.92,0.86
"The airline plans to increase flights to countries in West Asia including the United Arab Emirates, Oman, South Korea, Kuwait, and Turkey",35,0.08,0.88,0.97,0.56
The flight returned to the London airport nine minutes after departure,33,0.07,0.88,0.95,0.58
"However, many people across the world are seeing the return of international travel within the short term",10,0.10,0.85,0.91,0.73
Air France said it will increase summer flights by 20 percent in the U.S. compared,21,-0.01,0.82,0.91,0.64
Air travel will increase by 25% to three million,26,0.04,0.77,0.95,0.73
"on falling relative strength       Mon 23 Loses EUR167 million ($176 million) (1.3%) in MCap, steepest heavyweight fall in Aerospace & defense sector 152.6 -1.3",8,0.54,0.90,0.94,0.37
"RPC % * Comment       Wed 18 Adds $91 million (4.4%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"RPC % * Comment       Wed 18 Adds CNY867 million ($129 million) (3.7%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"1.2       Fri 20 Loses CNY354 million ($53 million) (1.4%) in MCap, steepest heavyweight fall in Aerospace & defense sector 40.89 -1.4",8,0.54,0.90,0.94,0.37
"A Share (600893: CNY38.02) loses CNY3 billion ($399 million) (3.0%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
Brazil to further reduce Embraer KC-390 order to 15 aircraft & More News Today,19,0.06,0.85,0.90,0.79
"An increase in remote working, local travel and longer bookings are trends",28,0.07,0.90,0.93,0.91
"The airline has also increased its flights to Toronto to a daily service (two flights a day from late June), complementing the daily operation (increasing to nine flights per week from mid-June) WestJet",35,0.08,0.88,0.90,0.79
"in line with rising demand, the airline will be scaling up operations to double daily flights from 23 June 2022",27,0.04,0.81,0.95,0.60
The goal of the remodel is to expand the number of flights and airlines,3,0.09,0.81,0.92,0.70
"During descents, aircraft drag is a useful force in steepening flight path angle and achieving higher rates of vertical descent speed at a trimmed forward flight speed in unaccelerated flight",4,0.09,0.86,0.90,0.74
"while they propose projects to improve their energy performance, they continue to expand and develop air transport",18,-0.02,0.83,0.93,0.70
international air travel will return to pre-pandemic levels by 2023,10,0.10,0.85,0.92,0.63
among a number of U.S. carriers that have cut flights from their spring schedules,4,0.09,0.86,0.91,0.71
Ethiopian Airlines has increased its weekly flights to Windhoek from four to five and TAAG increased its weekly Windhoek trips from two to three from the end of March,35,0.08,0.88,0.90,0.76
The organic expansion of the aviation sector is critical to the aircraft,24,0.11,0.82,0.92,0.82
Passenger travel has steadily risen since the start of the pandemic,0,0.08,0.86,0.96,0.56
Flights out of Nice Airport are increasing and so is the number of holiday destinations,16,0.01,0.90,0.94,0.75
"Next month, the supply will continue to expand by increasing international routes and resuming flights",3,0.09,0.81,0.94,0.62
"81.87       Wed 18 Adds $91 million (4.4%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.91,0.44
"Dassault Aviation (AM: EUR152.60) loses EUR167 million ($176 million) (1.3%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.93,0.41
"Steepest Fall       Fri 20 Adds KRW63 billion ($50 million) (1.4%) in MCap, top heavyweight rise in Aerospace & defense sector 47,300 1.4 -0.6",8,0.54,0.90,0.92,0.43
"RPC % * Comment       Tue 17 Adds GBP30 million ($37 million) (1.3%) in MCap, top heavyweight rise in Aerospace & defense sector 3,270",8,0.54,0.90,0.92,0.43
"this year, commercial air traffic had not returned to its pre-pandemic level in the first quarter",10,0.10,0.85,0.91,0.62
"RPC % * Comment       Tue 17 Adds $181 million (12%) in MCap, top heavyweight rise in Aerospace & defense sector 14.03",8,0.54,0.90,0.92,0.43
Ethiopian Airlines (Ethiopian Airlines) has announced an increase in flights,23,0.36,0.94,0.98,0.41
Singapore Airlines Group has increased its flight capacity and redeployed A380 in New Delhi and Mumbai,35,0.08,0.88,0.94,0.64
"Tier Accelerator status match Qantas boosts flights to Queenstown, Christchurch,",35,0.08,0.88,0.92,0.74
"the discussion on Qantas boosts flights to Queenstown, Christchurch,",7,0.98,1.00,1.00,0.00
"Qantas boosts flights to Queenstown, Christchurch,",7,0.98,1.00,1.00,0.00
"Alaska’s regional carrier, Horizon Air, will cut its daily flights",35,0.08,0.88,0.94,0.63
"In addition to relaunching services to Surabaya, Jetstar Asia will increase flights to key Indonesian ports",35,0.08,0.88,0.93,0.79
"Steepest Fall       Tue 17 Adds $181 million (12%) in MCap, top heavyweight rise in Aerospace & defense sector 14.03",8,0.54,0.90,0.92,0.43
"3,228       Tue 17 Adds GBP30 million ($37 million) (1.3%) in MCap, top heavyweight rise in Aerospace & defense sector 3,270",8,0.54,0.90,0.91,0.44
"that it will continue to expand activities to support Vietnam to improve its capacity through training, promote aviation infrastructure, and coordinate with Vietnamese management agencies to issue aviation certifications, expand aviation services",18,-0.02,0.83,0.93,0.68
"A Share adds CNY201 million ($30 million) (1.2%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"Steepest Fall       Tue 17 Adds CNY2 billion ($229 million) (1.8%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
"Wed 18 Adds $91 million (4.4%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.91,0.44
"1.4       Wed 18 Loses CNY2 billion ($272 million) (2.0%) in MCap, steepest heavyweight fall in Aerospace products/parts sector 47.1 -2.0",8,0.54,0.90,0.90,0.44
"Firstec loses KRW3 billion ($2 million) (1.4%) in MCap, steepest heavyweight fall in Aerospace & defense sector",8,0.54,0.90,0.94,0.37
"4,220 -1.2 -1.0        Tue 17 Adds KRW3 billion ($3 million) (1.7%) in MCap, top heavyweight rise in Aerospace & defense sector 4,290",8,0.54,0.90,0.91,0.44
"Top Rise       Fri 20 Loses KRW3 billion ($2 million) (1.4%) in MCap, steepest heavyweight fall in Aerospace & defense sector 4,300 -1.4",8,0.54,0.90,0.94,0.37
"QinetiQ Group adds GBP41 million ($51 million) (2.0%) in MCap, top heavyweight rise in Aerospace & defense sector",8,0.54,0.90,0.92,0.43
Airlines in the US and Europe were quick to announce a reduction in their flights,2,0.13,0.85,0.96,0.85
"airline enthusiasts who wanted to fly on a 707 turned up regularly on MEA flights, but the airline still saw itself as a top airline brand and took no pride in being the last mainstream passenger",38,-0.03,0.80,0.90,0.81
TezJet airline increased number of flights from Bishkek to Batken,35,0.08,0.88,0.97,0.56
"With the rapid increase in postwar flights and passengers, the airport’s administration building/terminal was outmoded",4,0.09,0.86,0.90,0.74
international travel will return to levels seen before the pandemic,20,-0.00,0.81,0.91,0.88
The airline will also start daily direct service on the Mumbai-Coimbatore route starting May 27 and double the number of daily flights on the Bengaluru-Coimbatore route from June,35,0.08,0.88,0.95,0.63
international travel will return to levels seen before,10,0.10,0.85,0.93,0.92
there has been a spike in business travel demand,25,0.15,0.95,0.97,0.53
Barcelona airport will be transformed by EIB support for new trains to provide services every 15 minutes from the city centre and significantly increase rail transport which at present is far less,39,0.01,0.86,0.92,0.69
"American Airlines recently announced it would be cutting flights between Seattle and London, Los Angeles and Sydney,",23,0.36,0.94,0.98,0.41
Southwest Airlines has cut around 325 flights per day from April,7,0.98,1.00,1.00,0.00
